scaled_features,Exited
"[1.0732410343916199,0.3022212908102134,1.2792920555840677,0.39769919030217993,0.4301205578365005,0.25616842734547446,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.4643229105207247]",0
"[-1.0652794878379066,1.623344785208039,-1.0079251706096175,0.09798913406328658,-0.3044601019608708,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,1.3051274493010556,-0.2406234411879029]",0
"[1.0732410343916199,0.3022212908102134,1.5200517636044555,0.7973125986207045,-0.3044601019608708,0.9044283623623968,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.4491693433960313]",1
"[1.0732410343916199,-1.0189022035876123,-0.012055469252558465,-0.3016242742552379,-1.039040761758242,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,1.3051274493010556,-1.5762097875823107]",0
"[1.0732410343916199,0.3022212908102134,0.841547131910635,-0.8011410346533935,0.7974108877351862,0.27886149821108003,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.7705781237384532]",0
"[-1.0652794878379066,-1.0189022035876123,1.3558974172269183,-0.8011410346533935,1.5319915475325574,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.7223131736592698]",0
"[-1.0652794878379066,0.3022212908102134,-0.7233909702218864,-1.4005611471311803,-0.3044601019608708,0.3906063257466711,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.64933606542576]",0
"[-1.0652794878379066,0.3022212908102134,-0.9203761858749311,1.0970226548595978,0.06283022793781484,0.2572659879337209,1.0097682876139518,0.7748578372390554,-0.7661605604670605,1.2913860785792013]",1
"[-1.0652794878379066,-1.0189022035876123,0.6117310469820829,-1.6003678512904425,1.5319915475325574,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,1.3051274493010556,0.20443075251929285]",0
"[-1.0652794878379066,1.623344785208039,0.39285858514536665,0.19789248614291768,-0.3044601019608708,0.2519211822022348,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.980143218016732]",0
"[-1.0652794878379066,-1.0189022035876123,1.0057014782881724,-1.200754442971918,1.1647012176338718,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.26789731167222297]",0
"[1.0732410343916199,0.3022212908102134,0.09738076166579968,-1.3006577950515492,1.5319915475325574,1.154536508287004,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.1460590180081733]",0
"[-1.0652794878379066,-1.0189022035876123,-0.8109399549565729,-1.4005611471311803,-0.6717504318595564,0.9344885582686225,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.011908002689782043]",0
"[1.0732410343916199,-1.0189022035876123,2.1328946567472613,-0.0019142180163445482,1.8992818774312432,-0.091280916005904,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.7041478944479542]",1
"[-1.0652794878379066,1.623344785208039,-0.986037924425946,2.5955729360540647,1.5319915475325574,0.7165345890312302,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.3059391066585864]",1
"[-1.0652794878379066,-1.0189022035876123,0.8306035088187993,-0.40152762633486905,0.4301205578365005,0.6909486748404379,1.0097682876139518,-1.2904782399831956,1.3051274493010556,1.3245354029052152]",0
"[-1.0652794878379066,-1.0189022035876123,-2.1788928414360496,-1.200754442971918,0.7974108877351862,0.5745219101880163,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.9883933007197988]",0
"[1.0732410343916199,0.3022212908102134,0.9728706090126649,1.5965394152577534,1.5319915475325574,1.0824199860860857,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.9444766843495751]",1
"[1.0732410343916199,0.3022212908102134,-0.07771720780357336,-2.1997879637682294,-0.6717504318595564,0.52086831474252,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.3098588488080378]",0
"[-1.0652794878379066,1.623344785208039,-0.3403641620076329,-0.9010443867330247,0.06283022793781484,0.8396089324000585,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,0.9409474438047585]",0
"[-1.0652794878379066,-1.0189022035876123,-0.6467856085790357,0.5975058944614422,-1.7736214215556134,0.5855890473140769,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.5993736012666477]",0
"[-1.0652794878379066,-1.0189022035876123,0.9400397397371574,0.8972159507003356,-1.039040761758242,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,1.3051274493010556,0.8063732104712051]",0
"[-1.0652794878379066,-1.0189022035876123,-1.0845305322524683,-0.7012376825737624,1.1647012176338718,0.6585563866262878,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.2765775698341665]",0
"[1.0732410343916199,1.623344785208039,0.8743780011861425,-1.3006577950515492,-1.7736214215556134,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.2017584225917162]",1
"[-1.0652794878379066,0.3022212908102134,1.027588724471844,1.7963461194170156,0.06283022793781484,0.4342209633202395,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.5868831819111255]",1
"[-1.0652794878379066,-1.0189022035876123,-1.0298124167932892,-1.0009477388126558,1.1647012176338718,1.0415582891006057,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.640324097358575]",0
"[1.0732410343916199,1.623344785208039,0.195873369492322,-0.5014309784145001,-0.6717504318595564,0.6452512943076033,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.495312634603511]",0
"[1.0732410343916199,1.623344785208039,1.5419390097881271,-0.0019142180163445482,0.7974108877351862,0.4492589603219544,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.23830191434579678]",0
"[-1.0652794878379066,0.3022212908102134,0.8524907550024708,-0.7012376825737624,-1.039040761758242,1.050212551895924,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.4930229579305732]",0
"[1.0732410343916199,-1.0189022035876123,1.0385323475636796,-0.2017209221756068,0.4301205578365005,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-1.5569603453509995]",0
"[-1.0652794878379066,0.3022212908102134,-0.21998430799743895,-0.6013343304941313,1.1647012176338718,0.49522246550254023,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.16511075644851905]",0
"[1.0732410343916199,-1.0189022035876123,-0.3294205389157971,-0.6013343304941313,-0.3044601019608708,0.13825533861999492,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.3855722402463406]",0
"[-1.0652794878379066,-1.0189022035876123,-0.16526619253825986,-0.7012376825737624,1.1647012176338718,0.38075678217421366,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.3921241187243114]",0
"[1.0732410343916199,1.623344785208039,-0.44980039292599105,-0.6013343304941313,0.4301205578365005,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.7437888315182754]",0
"[1.0732410343916199,-1.0189022035876123,-1.5551063252014083,-0.6013343304941313,-1.4063310916569278,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.1455246928251027]",0
"[1.0732410343916199,0.3022212908102134,-1.2377412555381697,-0.6013343304941313,-0.3044601019608708,0.6448895667417187,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.40458491262535584]",0
"[1.0732410343916199,1.623344785208039,0.8853216242779783,0.19789248614291768,-1.4063310916569278,0.3588954729830663,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.6132678542164771]",0
"[-1.0652794878379066,0.3022212908102134,-0.7233909702218864,-0.2017209221756068,1.1647012176338718,0.3423584482837371,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.8258645924901233]",0
"[1.0732410343916199,-1.0189022035876123,-0.055829961619901725,-1.7002712033700735,1.1647012176338718,0.17648722245539086,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.1197827110728718]",0
"[-1.0652794878379066,1.623344785208039,1.5419390097881271,-0.40152762633486905,1.1647012176338718,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.8469604296020922]",0
"[1.0732410343916199,0.3022212908102134,1.727980602349336,-0.10181757009597567,-1.4063310916569278,0.8577542685415797,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.9403512084534023]",0
"[1.0732410343916199,-1.0189022035876123,-0.745278216405558,-0.40152762633486905,1.8992818774312432,0.36369434859260485,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.24119533373311144]",0
"[1.0732410343916199,1.623344785208039,-0.24187155418111056,1.396732711098491,0.4301205578365005,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.14877483040405112]",1
"[-1.0652794878379066,-1.0189022035876123,2.1985563952982763,-0.0019142180163445482,-0.6717504318595564,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.4913501606661786]",0
"[1.0732410343916199,-1.0189022035876123,1.147968578482038,-0.6013343304941313,-0.3044601019608708,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.9650033980407642]",0
"[-1.0652794878379066,0.3022212908102134,-1.0735869091606325,0.8972159507003356,-1.4063310916569278,0.6429289740185683,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-0.27759358290017117]",1
"[-1.0652794878379066,0.3022212908102134,-0.13243532326275242,-0.6013343304941313,1.1647012176338718,1.0619503752517516,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.2732232219957706]",0
"[-1.0652794878379066,1.623344785208039,0.546069308431068,-1.0009477388126558,1.1647012176338718,0.7166674884881241,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.8165217477366449]",0
"[1.0732410343916199,-1.0189022035876123,-1.1720795169871547,-1.6003678512904425,0.7974108877351862,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,1.3051274493010556,-0.31424182932343697]",0
"[-1.0652794878379066,0.3022212908102134,-0.09960445398724498,0.6974092465410733,-1.4063310916569278,0.4833085829397246,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,0.6144122195869625]",0
"[1.0732410343916199,-1.0189022035876123,-1.0516996629769608,-1.4005611471311803,-0.6717504318595564,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,1.0268224541769821]",0
"[-1.0652794878379066,-1.0189022035876123,1.0057014782881724,-0.3016242742552379,1.5319915475325574,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-1.492573837874817]",0
"[-1.0652794878379066,-1.0189022035876123,-0.5592366238443492,-0.6013343304941313,1.1647012176338718,0.5258702854779742,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.45405716937545265]",0
"[1.0732410343916199,1.623344785208039,0.11926800784947131,0.09798913406328658,0.06283022793781484,-1.3342758555096281,2.751585756430477,0.7748578372390554,1.3051274493010556,1.532985991051011]",1
"[-1.0652794878379066,1.623344785208039,-0.3403641620076329,-0.0019142180163445482,-0.3044601019608708,0.5427928163224848,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.6220380887667377]",0
"[-1.0652794878379066,-1.0189022035876123,-0.02299909234439428,0.19789248614291768,1.5319915475325574,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.3818899087645069]",0
"[1.0732410343916199,-1.0189022035876123,-1.7302042946707814,2.6954762881336958,-0.6717504318595564,0.417710485938893,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,0.22807567665441558]",0
"[1.0732410343916199,-1.0189022035876123,0.03171902311478479,-0.9010443867330247,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.7952651362284466]",0
"[1.0732410343916199,0.3022212908102134,0.009831776931113164,0.39769919030217993,1.5319915475325574,1.1472829015324808,2.751585756430477,0.7748578372390554,-0.7661605604670605,0.8715062447505693]",1
"[-1.0652794878379066,0.3022212908102134,-2.583806895833975,-0.2017209221756068,-1.4063310916569278,0.7987892550958028,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.0110851009115798]",0
"[1.0732410343916199,0.3022212908102134,-2.5509760265584673,-1.6003678512904425,-1.7736214215556134,0.2575692462532511,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.0393512494486676]",0
"[-1.0652794878379066,1.623344785208039,-0.21998430799743895,-0.7012376825737624,1.1647012176338718,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.3870898099071236]",0
"[1.0732410343916199,1.623344785208039,0.31625322350251595,-0.10181757009597567,-0.3044601019608708,0.5190562567064866,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.453770556198644]",0
"[-1.0652794878379066,1.623344785208039,-1.336233863364692,-1.3006577950515492,0.4301205578365005,0.7568764146118008,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.3570880326703107]",0
"[1.0732410343916199,1.623344785208039,1.027588724471844,0.6974092465410733,0.06283022793781484,0.5909371103851924,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,1.4892044202846952]",1
"[-1.0652794878379066,0.3022212908102134,0.37097133896169504,3.194993048531851,1.5319915475325574,0.6971682391294947,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.8408053502017943]",0
"[1.0732410343916199,-1.0189022035876123,-1.2377412555381697,-0.0019142180163445482,1.5319915475325574,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.3597989364272452]",0
"[-1.0652794878379066,1.623344785208039,0.15209887712497874,1.0970226548595978,-1.7736214215556134,0.8855791151268851,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.7633662327281018]",1
"[1.0732410343916199,-1.0189022035876123,-0.03394271543623009,-0.3016242742552379,-1.039040761758242,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,1.3551724540418724]",0
"[-1.0652794878379066,-1.0189022035876123,0.6336182931657546,-0.6013343304941313,-1.039040761758242,-1.3342758555096281,2.751585756430477,0.7748578372390554,1.3051274493010556,-0.11058467436177455]",0
"[-1.0652794878379066,-1.0189022035876123,-0.5154621314770059,-0.7012376825737624,0.06283022793781484,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.40049573366608493]",0
"[1.0732410343916199,-1.0189022035876123,-0.15432256944642406,0.5975058944614422,-1.039040761758242,0.7133684549111068,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.6461181245125233]",0
"[-1.0652794878379066,-1.0189022035876123,-0.570180246936185,2.5955729360540647,-1.039040761758242,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,1.3051274493010556,0.14058287392013333]",0
"[-1.0652794878379066,-1.0189022035876123,-1.5988808175687517,-0.3016242742552379,-1.4063310916569278,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.09317426253560937]",0
"[1.0732410343916199,1.623344785208039,-1.3690647326401995,2.2958628798151715,0.06283022793781484,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.615868544559705]",1
"[-1.0652794878379066,-1.0189022035876123,0.5570129315229039,0.49760254238181106,0.06283022793781484,0.22717647597082716,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.039124786444583996]",1
"[-1.0652794878379066,-1.0189022035876123,0.4694639467882174,-0.8011410346533935,1.5319915475325574,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.22478292000060426]",1
"[-1.0652794878379066,-1.0189022035876123,-0.9532070551504385,-0.40152762633486905,-1.039040761758242,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-0.8316985547946817]",1
"[-1.0652794878379066,-1.0189022035876123,0.3271968465943518,-0.40152762633486905,0.7974108877351862,-0.12482516238011733,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.6300351684577246]",0
"[-1.0652794878379066,0.3022212908102134,-0.5045185083851701,-0.6013343304941313,-1.4063310916569278,0.6756279407588599,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.9010741808019553]",1
"[-1.0652794878379066,1.623344785208039,0.7758853933596201,-0.8011410346533935,-0.6717504318595564,0.6817553223363947,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.7340897002698822]",0
"[-1.0652794878379066,-1.0189022035876123,1.618544371430978,-1.7002712033700735,0.06283022793781484,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,1.4158938943281476]",0
"[-1.0652794878379066,-1.0189022035876123,-0.6030111162116925,-0.5014309784145001,0.4301205578365005,1.1719236986296995,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.6046434425333063]",0
"[1.0732410343916199,-1.0189022035876123,-1.3143466171810203,-1.0009477388126558,0.7974108877351862,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.3022475324830938]",0
